"X.1","X","book_id","title","authors","language_code","books_count","goodreads_book_id","average_rating","ratings_count","image_url","small_image_url"
4149,4150,4750,"A Long Walk to Water","Linda Sue Park","en",22,7981456,4.23,21593,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4150,4151,4753,"To Your Scattered Bodies Go","Philip Jos","en",61,189147,3.94,22741,"https://images.gr-assets.com/books/1327657439m/189147.jpg","https://images.gr-assets.com/books/1327657439s/189147.jpg"
4151,4152,4754,"Midnight Bayou","Nora Roberts","en",78,114132,3.96,25476,"https://images.gr-assets.com/books/1309200744m/114132.jpg","https://images.gr-assets.com/books/1309200744s/114132.jpg"
4152,4153,4755,"Winter's Tale","Mark Helprin","en",65,12967,3.5,19932,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4153,4154,4756,"The Doomsday Conspiracy","Sidney Sheldon","en",66,106646,3.59,17093,"https://images.gr-assets.com/books/1408853925m/106646.jpg","https://images.gr-assets.com/books/1408853925s/106646.jpg"
4154,4155,4757,"Rapture in Death","J.D. Robb, Susan Ericksen","en",73,201175,4.26,26184,"https://images.gr-assets.com/books/1347628556m/201175.jpg","https://images.gr-assets.com/books/1347628556s/201175.jpg"
4155,4156,4758,"Common Sense","Thomas Paine","en",538,161744,3.97,16864,"https://images.gr-assets.com/books/1309209451m/161744.jpg","https://images.gr-assets.com/books/1309209451s/161744.jpg"
4156,4157,4759,"Falling Leaves","Adeline Yen Mah","en",49,54529,3.88,19598,"https://images.gr-assets.com/books/1423952608m/54529.jpg","https://images.gr-assets.com/books/1423952608s/54529.jpg"
4157,4158,4761,"Whispers at Moonrise","C.C. Hunter","en",19,13416236,4.38,28430,"https://images.gr-assets.com/books/1331497103m/13416236.jpg","https://images.gr-assets.com/books/1331497103s/13416236.jpg"
4158,4159,4763,"The Elementary Particles","Michel Houellebecq, Frank Wynne","en",116,58314,3.78,13577,"https://images.gr-assets.com/books/1403180525m/58314.jpg","https://images.gr-assets.com/books/1403180525s/58314.jpg"
4159,4160,4764,"Beauty from Surrender","Georgia Cates","en",10,17314410,4.13,31623,"https://images.gr-assets.com/books/1367294723m/17314410.jpg","https://images.gr-assets.com/books/1367294723s/17314410.jpg"
4160,4161,4766,"The Adventures of Captain Underpants","Dav Pilkey","en",62,207266,3.84,22535,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4161,4162,4767,"How Children Succeed","Paul Tough","en",37,13435889,3.91,16402,"https://images.gr-assets.com/books/1344730141m/13435889.jpg","https://images.gr-assets.com/books/1344730141s/13435889.jpg"
4162,4163,4768,"The Fountains of Paradise","Arthur C. Clarke","en",85,149049,3.96,20012,"https://images.gr-assets.com/books/1344265959m/149049.jpg","https://images.gr-assets.com/books/1344265959s/149049.jpg"
4163,4164,4769,"The Bastard of Istanbul","Elif Shafak","en",78,98920,3.79,14215,"https://images.gr-assets.com/books/1309282092m/98920.jpg","https://images.gr-assets.com/books/1309282092s/98920.jpg"
4164,4165,4770,"Two Boys Kissing","David Levithan","en",27,17237214,4.11,24587,"https://images.gr-assets.com/books/1364194940m/17237214.jpg","https://images.gr-assets.com/books/1364194940s/17237214.jpg"
4165,4166,4771,"The Doomsday Key","James Rollins","en",50,5171894,4.16,19510,"https://images.gr-assets.com/books/1340970015m/5171894.jpg","https://images.gr-assets.com/books/1340970015s/5171894.jpg"
4166,4167,4772,"The Ruins","Scott B. Smith","en",11,21726,3.5,21613,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4167,4168,4773,"A Dangerous Path","Erin Hunter","en",45,336245,4.42,26126,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4168,4169,4774,"Dances with Wolves","Michael Blake","en",57,543339,4.19,19133,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4169,4170,4775,"Bloodhound","Tamora Pierce","en",17,153779,4.26,29414,"https://images.gr-assets.com/books/1320443071m/153779.jpg","https://images.gr-assets.com/books/1320443071s/153779.jpg"
4170,4171,4776,"The Night Angel Trilogy","Brent Weeks","en",14,6122735,4.42,17523,"https://images.gr-assets.com/books/1450327994m/6122735.jpg","https://images.gr-assets.com/books/1450327994s/6122735.jpg"
4171,4172,4777,"A Rose for Emily and Other Stories","William Faulkner","en",20,426025,4.06,22629,"https://images.gr-assets.com/books/1487468453m/426025.jpg","https://images.gr-assets.com/books/1487468453s/426025.jpg"
4172,4173,4778,"The Holy Bible","Anonymous","en",627,5883777,4.66,17863,"https://images.gr-assets.com/books/1328227151m/5883777.jpg","https://images.gr-assets.com/books/1328227151s/5883777.jpg"
4173,4174,4779,"A Morbid Taste for Bones","Ellis Peters","en",73,321545,3.99,23590,"https://images.gr-assets.com/books/1296427936m/321545.jpg","https://images.gr-assets.com/books/1296427936s/321545.jpg"
4174,4175,4780,"The Lives of the Artists","Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella","en",92,233389,3.78,18288,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4175,4176,4781,"Unleash the Night","Sherrilyn Kenyon","en",35,84139,4.34,32491,"https://images.gr-assets.com/books/1462051642m/84139.jpg","https://images.gr-assets.com/books/1462051642s/84139.jpg"
4176,4177,4782,"Syren","Angie Sage","en",48,4935682,4.1,25245,"https://images.gr-assets.com/books/1327949203m/4935682.jpg","https://images.gr-assets.com/books/1327949203s/4935682.jpg"
4177,4178,4785,"The Art Spirit","Robert Henri, Forbes Watson, Margery A. Ryerson","en",14,207781,3.87,16333,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4178,4179,4786,"Brilliance","Marcus Sakey","en",36,17171909,3.95,11235,"https://images.gr-assets.com/books/1437159954m/17171909.jpg","https://images.gr-assets.com/books/1437159954s/17171909.jpg"
4179,4180,4787,"Life and Other Near","Camille Pag","en",6,26583370,3.82,19073,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4180,4181,4788,"The Fortress of Solitude","Jonathan Lethem","en",37,9799,3.87,15100,"https://images.gr-assets.com/books/1418677318m/9799.jpg","https://images.gr-assets.com/books/1418677318s/9799.jpg"
4181,4182,4789,"The Darkest Evening of the Year","Dean Koontz","en",39,379316,3.71,21297,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4182,4183,4790,"Authority","Jeff VanderMeer","en",43,18077769,3.55,18430,"https://images.gr-assets.com/books/1403941730m/18077769.jpg","https://images.gr-assets.com/books/1403941730s/18077769.jpg"
4183,4184,4791,"The Wrath of Mulgarath","Holly Black, Tony DiTerlizzi","en",56,277190,3.92,28129,"https://images.gr-assets.com/books/1358702186m/277190.jpg","https://images.gr-assets.com/books/1358702186s/277190.jpg"
4184,4185,4792,"The Scrapbook of Frankie Pratt","Caroline Preston","en",5,11101772,3.72,20508,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4185,4186,4794,"Indelible","Karin Slaughter","en",72,182012,4.19,20930,"https://images.gr-assets.com/books/1299703450m/182012.jpg","https://images.gr-assets.com/books/1299703450s/182012.jpg"
4186,4187,4795,"Night Chills","Dean Koontz","en",43,236208,3.86,20424,"https://images.gr-assets.com/books/1308460533m/236208.jpg","https://images.gr-assets.com/books/1308460533s/236208.jpg"
4187,4188,4796,"Be Here Now","Ram Dass, Richard Alpert","en",14,29254,4.27,18275,"https://images.gr-assets.com/books/1369858407m/29254.jpg","https://images.gr-assets.com/books/1369858407s/29254.jpg"
4188,4189,4797,"Trace","Patricia Cornwell","en",74,6530,3.76,23287,"https://images.gr-assets.com/books/1310723816m/6530.jpg","https://images.gr-assets.com/books/1310723816s/6530.jpg"
4189,4190,4798,"Genghis","Conn Iggulden","en",67,1279686,4.34,16498,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4190,4191,4799,"The Ruby Knight","David Eddings","en",20,291354,3.96,24586,"https://images.gr-assets.com/books/1487687688m/291354.jpg","https://images.gr-assets.com/books/1487687688s/291354.jpg"
4191,4192,4800,"The Thief of Always","Clive Barker","en",47,32638,4.18,19799,"https://images.gr-assets.com/books/1309239541m/32638.jpg","https://images.gr-assets.com/books/1309239541s/32638.jpg"
4192,4193,4801,"Kiss of Crimson","Lara Adrian","en",47,715791,4.17,31897,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4193,4194,4802,"The Keepsake","Tess Gerritsen","en",22,2653622,4.09,21829,"https://images.gr-assets.com/books/1320502170m/2653622.jpg","https://images.gr-assets.com/books/1320502170s/2653622.jpg"
4194,4195,4803,"The Everything Store","Brad Stone","en",54,17660462,4.06,20539,"https://images.gr-assets.com/books/1365394361m/17660462.jpg","https://images.gr-assets.com/books/1365394361s/17660462.jpg"
4195,4196,4805,"Kiss of a Demon King","Kresley Cole","en",26,3585344,4.35,31111,"https://images.gr-assets.com/books/1357612809m/3585344.jpg","https://images.gr-assets.com/books/1357612809s/3585344.jpg"
4196,4197,4807,"Forever My Girl","Heidi McLaughlin","en",8,16119079,4.04,32853,"https://images.gr-assets.com/books/1353074232m/16119079.jpg","https://images.gr-assets.com/books/1353074232s/16119079.jpg"
4197,4198,4808,"The Glass Magician","Charlie N. Holmberg","en",14,22341276,3.87,13650,"https://images.gr-assets.com/books/1410466975m/22341276.jpg","https://images.gr-assets.com/books/1410466975s/22341276.jpg"
4198,4199,4810,"The Naked and the Dead","Norman Mailer","en",88,12467,3.94,18912,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4199,4200,4811,"Battle Cry of Freedom","James M. McPherson","en",23,35100,4.32,19132,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4200,4201,4812,"The Little Mermaid","Michael Teitelbaum, Sue DiCicco","en",5,646056,4.36,21994,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4201,4202,4813,"Lifeguard","James Patterson, Andrew Gross","en",60,86424,3.76,20053,"https://images.gr-assets.com/books/1344264201m/86424.jpg","https://images.gr-assets.com/books/1344264201s/86424.jpg"
4202,4203,4815,"Blubber","Judy Blume","en",45,37739,3.78,25402,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4203,4204,4816,"One Grave at a Time","Jeaniene Frost","en",21,7954556,4.25,34506,"https://images.gr-assets.com/books/1315175727m/7954556.jpg","https://images.gr-assets.com/books/1315175727s/7954556.jpg"
4204,4205,4818,"I Heart New York","Lindsey Kelk","en",38,6202661,3.84,19491,"https://images.gr-assets.com/books/1276963692m/6202661.jpg","https://images.gr-assets.com/books/1276963692s/6202661.jpg"
4205,4206,4819,"Airhead","Meg Cabot","en",32,2213324,3.77,32457,"https://images.gr-assets.com/books/1260574610m/2213324.jpg","https://images.gr-assets.com/books/1260574610s/2213324.jpg"
4206,4207,4820,"Beauty's Release","A.N. Roquelaure, Anne Rice","en",48,25190,3.71,22424,"https://images.gr-assets.com/books/1167595462m/25190.jpg","https://images.gr-assets.com/books/1167595462s/25190.jpg"
4207,4208,4821,"Jessica's Guide to Dating on the Dark Side","Beth Fantaskey","en",29,3389671,3.85,32763,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4208,4209,4822,"Complete Poems, 1904","E.E. Cummings","en",6,26596,4.35,18662,"https://images.gr-assets.com/books/1355093052m/26596.jpg","https://images.gr-assets.com/books/1355093052s/26596.jpg"
4209,4210,4823,"Execution","Larry Bossidy, Ram Charan, Charles Burck","en",37,1635,3.83,18065,"https://images.gr-assets.com/books/1350857284m/1635.jpg","https://images.gr-assets.com/books/1350857284s/1635.jpg"
4210,4211,4824,"Smoke Gets in Your Eyes","Caitlin Doughty","en",23,20663702,4.04,10979,"https://images.gr-assets.com/books/1416181987m/20663702.jpg","https://images.gr-assets.com/books/1416181987s/20663702.jpg"
4211,4212,4825,"The Rembrandt Affair","Daniel Silva","en",47,7096123,4.26,18957,"https://images.gr-assets.com/books/1360176576m/7096123.jpg","https://images.gr-assets.com/books/1360176576s/7096123.jpg"
4212,4213,4827,"20th Century Ghosts","Joe Hill, Christopher Golden","en",63,373915,3.95,21987,"https://images.gr-assets.com/books/1388224829m/373915.jpg","https://images.gr-assets.com/books/1388224829s/373915.jpg"
4213,4214,4829,"The One That Got Away","Simon Wood","en",16,21219083,3.77,17367,"https://images.gr-assets.com/books/1421800005m/21219083.jpg","https://images.gr-assets.com/books/1421800005s/21219083.jpg"
4214,4215,4831,"Where the Mountain Meets the Moon","Grace Lin","en",25,5983694,4.24,24371,"https://images.gr-assets.com/books/1344265026m/5983694.jpg","https://images.gr-assets.com/books/1344265026s/5983694.jpg"
4215,4216,4832,"Swallows and Amazons","Arthur Ransome","en",60,125190,3.98,21716,"https://images.gr-assets.com/books/1277148503m/125190.jpg","https://images.gr-assets.com/books/1277148503s/125190.jpg"
4216,4217,4833,"Rock Hard","Olivia Cunning","en",17,9442157,4.11,35676,"https://images.gr-assets.com/books/1295759548m/9442157.jpg","https://images.gr-assets.com/books/1295759548s/9442157.jpg"
4217,4218,4834,"How to Build a Girl","Caitlin Moran","en",39,20525628,3.69,16981,"https://images.gr-assets.com/books/1410131752m/20525628.jpg","https://images.gr-assets.com/books/1410131752s/20525628.jpg"
4218,4219,4836,"The Know","A.J. Jacobs","en",32,28116,3.77,22226,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4219,4220,4837,"Touch","Lisa Gardner","en",43,15811495,4.05,19016,"https://images.gr-assets.com/books/1348273633m/15811495.jpg","https://images.gr-assets.com/books/1348273633s/15811495.jpg"
4220,4221,4838,"The Double Bind","Chris Bohjalian","en",37,126807,3.62,22067,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4221,4222,4839,"Summer Rental","Mary Kay Andrews","en",18,9751378,3.78,20723,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4222,4223,4840,"The Ice Twins","S.K. Tremayne","en",53,23553419,3.68,16718,"https://images.gr-assets.com/books/1415872674m/23553419.jpg","https://images.gr-assets.com/books/1415872674s/23553419.jpg"
4223,4224,4841,"The Edge of Always","J.A. Redmerski","en",36,17899696,4.02,17532,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4224,4225,4842,"The Virgin Blue","Tracy Chevalier","en",60,2873,3.65,23484,"https://images.gr-assets.com/books/1395581883m/2873.jpg","https://images.gr-assets.com/books/1395581883s/2873.jpg"
4225,4226,4844,"Half Magic","Edward Eager, N.M. Bodecker","en",34,225038,3.94,28580,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4226,4227,4846,"Live to Tell","Lisa Gardner","en",46,7180727,4.18,21984,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4227,4228,4847,"Lilly's Purple Plastic Purse","Kevin Henkes","en",30,825081,4.2,24247,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4228,4229,4848,"84, Charing Cross Road","Helene Hanff","en",64,368916,4.19,26899,"https://images.gr-assets.com/books/1287338794m/368916.jpg","https://images.gr-assets.com/books/1287338794s/368916.jpg"
4229,4230,4849,"Father Mine","J.R. Ward","en",9,5153799,4.51,32178,"https://images.gr-assets.com/books/1272994722m/5153799.jpg","https://images.gr-assets.com/books/1272994722s/5153799.jpg"
4230,4231,4850,"Peace Is Every Step","Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV","en",43,14572,4.34,19152,"https://images.gr-assets.com/books/1320544155m/14572.jpg","https://images.gr-assets.com/books/1320544155s/14572.jpg"
4231,4232,4852,"Scrappy Little Nobody","Anna Kendrick","en",19,29868610,3.91,28719,"https://images.gr-assets.com/books/1469410391m/29868610.jpg","https://images.gr-assets.com/books/1469410391s/29868610.jpg"
4232,4233,4853,"The Einstein Prophecy","Robert Masello","en",11,24429934,3.58,19019,"https://images.gr-assets.com/books/1434549503m/24429934.jpg","https://images.gr-assets.com/books/1434549503s/24429934.jpg"
4233,4234,4854,"Started Early, Took My Dog","Kate Atkinson","en",16,7307795,3.89,21662,"https://images.gr-assets.com/books/1273446011m/7307795.jpg","https://images.gr-assets.com/books/1273446011s/7307795.jpg"
4234,4235,4856,"TransAtlantic","Colum McCann","en",51,16085517,3.81,18065,"https://images.gr-assets.com/books/1367929787m/16085517.jpg","https://images.gr-assets.com/books/1367929787s/16085517.jpg"
4235,4236,4857,"Eternal Kiss of Darkness","Jeaniene Frost","en",27,6871616,4.21,31967,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4236,4237,4858,"The Spellman Files","Lisa Lutz","en",50,129117,3.88,23788,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4237,4238,4859,"Books of Blood","Clive Barker","en",25,32626,4.16,20228,"https://images.gr-assets.com/books/1306747123m/32626.jpg","https://images.gr-assets.com/books/1306747123s/32626.jpg"
4238,4239,4860,"The Judas Strain","James Rollins","en",63,294046,4.15,20976,"https://images.gr-assets.com/books/1367267369m/294046.jpg","https://images.gr-assets.com/books/1367267369s/294046.jpg"
4239,4240,4861,"Searching for God Knows What","Donald Miller","en",17,33333,3.92,19383,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4240,4241,4862,"The Missing Piece","Shel Silverstein","en",15,30122,4.27,21207,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4241,4242,4863,"Fatherland","Robert   Harris","en",92,56842,3.96,18917,"https://images.gr-assets.com/books/1261912137m/56842.jpg","https://images.gr-assets.com/books/1261912137s/56842.jpg"
4242,4243,4865,"The Bridge of San Luis Rey","Thornton Wilder","en",119,92508,3.8,22003,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4243,4244,4866,"White Nights","Fyodor Dostoyevsky","en",267,1772910,4.05,13405,"https://images.gr-assets.com/books/1450699039m/1772910.jpg","https://images.gr-assets.com/books/1450699039s/1772910.jpg"
4244,4245,4867,"Skin Trade","Laurell K. Hamilton","en",31,5215879,3.9,29261,"https://images.gr-assets.com/books/1310494564m/5215879.jpg","https://images.gr-assets.com/books/1310494564s/5215879.jpg"
4245,4246,4868,"Jesus the Christ","James E. Talmage","en",115,481749,4.63,17179,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4246,4247,4869,"Disney's the Lion King","Don Ferguson","en",7,1693617,4.49,19553,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4247,4248,4870,"Shirley","Charlotte Bront","en",103,31168,3.71,22562,"https://images.gr-assets.com/books/1422609409m/31168.jpg","https://images.gr-assets.com/books/1422609409s/31168.jpg"
4248,4249,4871,"Born in Ice","Nora Roberts","en",71,114129,4.13,26219,"https://images.gr-assets.com/books/1388252955m/114129.jpg","https://images.gr-assets.com/books/1388252955s/114129.jpg"
4249,4250,4872,"Villa Incognito","Tom Robbins","en",40,9569,3.65,14206,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4250,4251,4873,"The Sellout","Paul Beatty","en",30,22237161,3.8,21733,"https://images.gr-assets.com/books/1403430899m/22237161.jpg","https://images.gr-assets.com/books/1403430899s/22237161.jpg"
4251,4252,4874,"Fables, Vol. 4","Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell","en",12,21325,4.29,23624,"https://images.gr-assets.com/books/1327870401m/21325.jpg","https://images.gr-assets.com/books/1327870401s/21325.jpg"
4252,4253,4875,"Night School","Lee Child, Dick Hill","en",41,28077464,3.96,11181,"https://images.gr-assets.com/books/1478699350m/28077464.jpg","https://images.gr-assets.com/books/1478699350s/28077464.jpg"
4253,4254,4876,"The Silent Girl","Tess Gerritsen","en",62,9578677,4.13,21444,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4254,4255,4877,"Horton Hatches the Egg","Dr. Seuss","en",30,11301,4.14,29676,"https://images.gr-assets.com/books/1408927129m/11301.jpg","https://images.gr-assets.com/books/1408927129s/11301.jpg"
4255,4256,4878,"A Shade of Blood","Bella Forrest","en",11,17733861,4.01,24757,"https://images.gr-assets.com/books/1365199807m/17733861.jpg","https://images.gr-assets.com/books/1365199807s/17733861.jpg"
4256,4257,4879,"Beyond Belief","Jenna Miscavige Hill, Lisa Pulitzer","en",28,15827066,3.72,12643,"https://images.gr-assets.com/books/1354001608m/15827066.jpg","https://images.gr-assets.com/books/1354001608s/15827066.jpg"
4257,4258,4880,"Apology","Plato, James J. Helm","en",306,73945,4.15,18261,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4258,4259,4881,"Preacher, Volume 3","Garth Ennis, Steve Dillon, Penn Jillette","en",16,102953,4.27,19451,"https://images.gr-assets.com/books/1309915653m/102953.jpg","https://images.gr-assets.com/books/1309915653s/102953.jpg"
4259,4260,4882,"The Wolf Gift","Anne Rice","en",46,12880428,3.52,19008,"https://images.gr-assets.com/books/1328214020m/12880428.jpg","https://images.gr-assets.com/books/1328214020s/12880428.jpg"
4260,4261,4884,"Lethal","Sandra Brown","en",38,10875239,4.04,20353,"https://images.gr-assets.com/books/1301590794m/10875239.jpg","https://images.gr-assets.com/books/1301590794s/10875239.jpg"
4261,4262,4885,"The Terror","Dan Simmons","en",16,3974,4,21225,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4262,4263,4886,"Madeline's Rescue","Ludwig Bemelmans","en",43,773606,4.24,24495,"https://images.gr-assets.com/books/1355323337m/773606.jpg","https://images.gr-assets.com/books/1355323337s/773606.jpg"
4263,4264,4887,"Game Change","John Heilemann, Mark Halperin","en",21,6694937,4.1,16800,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4264,4265,4888,"Garden of Shadows","V.C. Andrews","en",52,659622,3.88,23139,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
4265,4266,4890,"Joni","Joni Eareckson Tada, Joe Musser","en",39,124524,4.23,20191,"https://images.gr-assets.com/books/1360187347m/124524.jpg","https://images.gr-assets.com/books/1360187347s/124524.jpg"
4266,4267,4891,"War of the Twins","Margaret Weis, Tracy Hickman","en",40,93768,4.11,21559,"https://images.gr-assets.com/books/1390667903m/93768.jpg","https://images.gr-assets.com/books/1390667903s/93768.jpg"
4267,4268,4892,"Cross Fire","James Patterson","en",52,7856305,4.04,20407,"https://images.gr-assets.com/books/1287719974m/7856305.jpg","https://images.gr-assets.com/books/1287719974s/7856305.jpg"
4268,4269,4893,"Brunelleschi's Dome","Ross King","en",30,148821,3.84,17931,"https://images.gr-assets.com/books/1309288056m/148821.jpg","https://images.gr-assets.com/books/1309288056s/148821.jpg"
4269,4270,4894,"Creative Visualization","Shakti Gawain","en",53,582533,4.13,17811,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
